Mes,Año,Empresa,Tarifa,Abonados,Ventas,"Ingreso sin CVG","Ingreso con CVG","Precio Medio sin CVG","Precio Medio con CVG",Trimestre,Sistema,Trimestral
"Junio     ",2023,ESPH,"Alumbrado Público",0,628351.86,36230768.02,36230768.02,57.66,57.66,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,ICE,"Alumbrado Público",0,12069306,715933787.49,715933787.49,59.32,59.32,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,JASEC,"Alumbrado Público",0,1216426.44,71471196.23,71471196.23,58.76,58.76,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,"TOTAL NACIONAL","Alumbrado Público",0,21233737.57,1241835635.28,1241835635.28,58.48,58.48,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,CNFL,"Comercios y servicios",73977,93146384,10332065000,10820169000,110.92,116.16,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,COOPEALFARORUIZ,"Comercios y servicios",1156,378842,37187956,37855358,98.16,99.92,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,COOPEGUANACASTE,"Comercios y servicios",16345,23677591.2,2217443900,2250924700,93.65,95.07,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,COOPELESCA,"Comercios y servicios",13953,17724606.3,1699624400,1760866800,95.89,99.35,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,COOPESANTOS,"Comercios y servicios",3846,1850684,286728890,291844230,154.93,157.7,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,ESPH,"Comercios y servicios",11412,16477619,1358992600,1402144800,82.48,85.09,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,ICE,"Comercios y servicios",105066,87948034,9764991080.5,10296090467.9,111.03,117.07,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,JASEC,"Comercios y servicios",15594,13379212,1229338700,1252408700,91.88,93.61,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,"TOTAL NACIONAL","Comercios y servicios",241349,254582972.5,26926372526.5,28112304055.9,105.77,110.42,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,CNFL,Industrial,1440,5552730,661561400,692812500,119.14,124.77,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,COOPEALFARORUIZ,Industrial,703,330894,32804150,33391390,99.14,100.91,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,COOPEGUANACASTE,Industrial,223,1279580.1,127714849,129643790,99.81,101.32,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,COOPELESCA,Industrial,1689,4670476.3,465106100,482008000,99.58,103.2,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,COOPESANTOS,Industrial,210,161004,26290490,26755520,163.29,166.18,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,ESPH,Industrial,351,3484823,263583400,271979290,75.64,78.05,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,ICE,Industrial,3124,10018528,1162908000,1226183900,116.08,122.39,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,JASEC,Industrial,332,5073265.3,415918380,422756990,81.98,83.33,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,"TOTAL NACIONAL",Industrial,8072,30571300.7,3155886769,3285531380,103.23,107.47,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,CNFL,"Media tensión a",228,26421302.5,2156559000,2258289000,81.62,85.47,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,COOPELESCA,"Media tensión a",3,1186407,92519390,95862230,77.98,80.8,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,COOPESANTOS,"Media tensión a",7,304296,38493780,39184530,126.5,128.77,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,ESPH,"Media tensión a",5,528762,36271610,37425670,68.6,70.78,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,ICE,"Media tensión a",557,54674817,3972393000,4188564000,72.65,76.61,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,JASEC,"Media tensión a",27,7675067,526668700,531581500,68.62,69.26,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,"TOTAL NACIONAL","Media tensión a",827,90790651.5,6822905480,7150906930,75.15,78.76,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,CNFL,"Media tensión b",95,24015832,1545332000,1618178000,64.35,67.38,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,COOPELESCA,"Media tensión b",6,5179342.3,368614700,381893600,71.17,73.73,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,JASEC,"Media tensión b",11,9310350,549591200,559379100,59.03,60.08,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,ICE,"Media tensión b",160,57595629,3399013000,3583779000,59.02,62.22,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,ESPH,"Media tensión b",9,8553174,491534900,507178700,57.47,59.3,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,"TOTAL NACIONAL","Media tensión b",281,104654327.3,6354085800,6650408400,60.71,63.55,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,CNFL,Preferencial,3146,10686713,686596600,719029600,64.25,67.28,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,COOPESANTOS,Preferencial,438,178782,24526050,24959590,137.18,139.61,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,ESPH,Preferencial,894,4444661,265536490,273987190,59.74,61.64,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,ICE,Preferencial,6811,14212698,1202097500,1267475300,84.58,89.18,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,JASEC,Preferencial,663,1070625,66460830,67659040,62.08,63.2,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,"TOTAL NACIONAL",Preferencial,11952,30593479,2245217470,2353110720,73.39,76.92,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,CNFL,Promocional,37,847505,72007505,75410385,84.96,88.98,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,"TOTAL NACIONAL",Promocional,37,847505,72007505,75410385,84.96,88.98,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,CNFL,Residencial,522026,122671841,10013550000,10486220000,81.63,85.48,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,COOPEALFARORUIZ,Residencial,6223,1448772,115997900,118070600,80.07,81.5,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,COOPEGUANACASTE,Residencial,75177,26330865.8,2264346000,2298524000,86,87.29,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,COOPELESCA,Residencial,98120,17854373.2,1521623000,1576175000,85.22,88.28,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,COOPESANTOS,Residencial,46975,6761578,610591600,621405900,90.3,91.9,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,ESPH,Residencial,82278,20615082,1623224000,1674838000,78.74,81.24,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,ICE,Residencial,766214,154830332,14186340000,14958310000,91.63,96.61,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,JASEC,Residencial,91082,21302295,1555614000,1590839000,73.03,74.68,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,"TOTAL NACIONAL",Residencial,1688095,371815139,31891286500,33324382500,85.77,89.63,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,CNFL,"Residencial horaria",7660,3919278,287912900,301498600,73.46,76.93,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,ICE,"Residencial horaria",5,3592,381080.5,399467.9,106.09,111.21,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,"TOTAL NACIONAL","Residencial horaria",7665,3922870,288293980.5,301898067.9,73.49,76.96,"II Trimestre",Distribucion,"2023 2"
"Junio     ",2023,"Usuarios Directos","Usuarios Directos",16,44518614,1534239000,1601905000,34.46,35.98,"II Trimestre",Generacion,"2023 2"
"Junio     ",2023,CNFL,"Ventas a ICE distribución y a la CNFL",0,285900666,13938440980.5,14671381054.96,48.75,51.32,"II Trimestre",Generacion,"2023 2"
"Junio     ",2023,ICE,"Ventas a ICE distribución y a la CNFL",0,408706665.06,19498037875.86,20523298797.81,47.71,50.22,"II Trimestre",Generacion,"2023 2"
"Junio     ",2023,"TOTAL NACIONAL","Ventas a ICE distribución y a la CNFL",0,694607331.06,33436478856.36,35194679852.77,48.14,50.67,"II Trimestre",Generacion,"2023 2"
"Junio     ",2023,COOPEALFARORUIZ,"Ventas al servicio de Distribución",0,2033096,98347194.52,103639384.4,48.37,50.98,"II Trimestre",Generacion,"2023 2"
"Junio     ",2023,COOPEGUANACASTE,"Ventas al servicio de Distribución",0,34169870,1614572737.69,1699510562.2,47.25,49.74,"II Trimestre",Generacion,"2023 2"
"Junio     ",2023,COOPELESCA,"Ventas al servicio de Distribución",0,24005713,1076792217.33,1133452066.17,44.86,47.22,"II Trimestre",Generacion,"2023 2"
"Junio     ",2023,COOPESANTOS,"Ventas al servicio de Distribución",0,6690958,328523873.59,348822539.1,49.1,52.13,"II Trimestre",Generacion,"2023 2"
"Junio     ",2023,ESPH,"Ventas al servicio de Distribución",0,42253753,2044853583.22,2152425501.12,48.39,50.94,"II Trimestre",Generacion,"2023 2"
"Junio     ",2023,JASEC,"Ventas al servicio de Distribución",0,50383441,2401808686.4,2528160586.61,47.67,50.18,"II Trimestre",Generacion,"2023 2"
"Junio     ",2023,"TOTAL NACIONAL","Ventas al servicio de Distribución",0,159536831,7564898292.75,7966010639.6,47.42,49.93,"II Trimestre",Generacion,"2023 2"
"Mayo      ",2023,CNFL,"Alumbrado Público",0,5581213.19,318160835.66,318160835.66,57.01,57.01,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,COOPEALFARORUIZ,"Alumbrado Público",0,33639.16,1804068.3,1804068.3,53.63,53.63,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,COOPEGUANACASTE,"Alumbrado Público",0,761385.15,42728934.61,42728934.61,56.12,56.12,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,COOPELESCA,"Alumbrado Público",0,849691.37,48630046.3,48630046.3,57.23,57.23,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,COOPESANTOS,"Alumbrado Público",0,355730,20575497.15,20575497.15,57.84,57.84,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,ESPH,"Alumbrado Público",0,649146.15,37429767.24,37429767.24,57.66,57.66,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,ICE,"Alumbrado Público",0,12474238.8,736722417.71,736722417.71,59.06,59.06,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,JASEC,"Alumbrado Público",0,1256621.88,73832881.23,73832881.23,58.76,58.76,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,"TOTAL NACIONAL","Alumbrado Público",0,21961665.71,1279884448.2,1279884448.2,58.28,58.28,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,CNFL,"Comercios y servicios",73877,90721786.58,10096479824,10573286210,111.29,116.55,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,COOPEALFARORUIZ,"Comercios y servicios",1148,380716,37278409,37945952,97.92,99.67,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,COOPEGUANACASTE,"Comercios y servicios",16199,24062884.8,2237068879,2270845252,92.97,94.37,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,COOPELESCA,"Comercios y servicios",13937,17424933.46,1673017399,1732672045,96.01,99.44,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,COOPESANTOS,"Comercios y servicios",3837,1844317,285200592,290292422,154.64,157.4,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,ESPH,"Comercios y servicios",11410,15196646.66,1267501163,1307748995,83.41,86.06,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,ICE,"Comercios y servicios",104764,85821561,9547852613,10066966648,111.25,117.3,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,JASEC,"Comercios y servicios",15572,12623839,1180887734,1202488444,93.54,95.26,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,"TOTAL NACIONAL","Comercios y servicios",240744,248076684.5,26325286613,27482245968,106.12,110.78,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,CNFL,Industrial,1440,5279697,639014370,669199870,121.03,126.75,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,COOPEALFARORUIZ,Industrial,718,524192,52315763,53253328,99.8,101.59,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,COOPEGUANACASTE,Industrial,224,1490114.3,142686187,144841332,95.76,97.2,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,COOPELESCA,Industrial,1687,4534373.71,451797706,468092001,99.64,103.23,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,COOPESANTOS,Industrial,212,168695,28083502,28580279,166.48,169.42,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,ESPH,Industrial,351,2897457,231568413,238943836,79.92,82.47,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,ICE,Industrial,3114,10511844,1214323989,1280398218,115.52,121.81,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,JASEC,Industrial,333,5025254.32,424980499,431752512,84.57,85.92,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,"TOTAL NACIONAL",Industrial,8079,30431627.33,3184770429,3315061376,104.65,108.93,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,CNFL,"Media tensión a",229,28500693.25,2300518105,2409038920,80.72,84.53,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,COOPELESCA,"Media tensión a",3,1113492,88652616,91859412,79.62,82.5,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,COOPESANTOS,"Media tensión a",7,640957,55484210,56482527,86.56,88.12,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,ESPH,"Media tensión a",5,482343,34442526,35538358,71.41,73.68,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,ICE,"Media tensión a",556,54905190,3950313083,4165283733,71.95,75.86,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,JASEC,"Media tensión a",26,7764327,524097189,529039983,67.5,68.14,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,"TOTAL NACIONAL","Media tensión a",826,93407002.25,6953507729,7287242933,74.44,78.02,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,CNFL,"Media tensión b",93,23894658,1528085480,1600117830,63.95,66.97,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,COOPELESCA,"Media tensión b",6,5878373.4,407134513,421642453,69.26,71.73,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,JASEC,"Media tensión b",11,8960975,534697480,544112343,59.67,60.72,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,ICE,"Media tensión b",157,58381753,3418951751,3604800616,58.56,61.75,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,ESPH,"Media tensión b",9,7658557,448029866,462289021,58.5,60.36,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,"TOTAL NACIONAL","Media tensión b",276,104774316.4,6336899090,6632962263,60.48,63.31,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,CNFL,Preferencial,3132,10452586,671902805,703642510,64.28,67.32,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,COOPESANTOS,Preferencial,438,170456,23334486,23746956,136.89,139.31,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,ESPH,Preferencial,898,4161149,251770158,259782688,60.5,62.43,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,ICE,Preferencial,6810,14172033,1197919335,1263069583,84.53,89.12,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,JASEC,Preferencial,661,998365,63048952,64162166,63.15,64.27,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,"TOTAL NACIONAL",Preferencial,11939,29954589,2207975736,2314403903,73.71,77.26,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,CNFL,Promocional,37,931156,84639970,88639480,90.9,95.19,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,"TOTAL NACIONAL",Promocional,37,931156,84639970,88639480,90.9,95.19,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,CNFL,Residencial,521465,121030334,9862130678,10327566665,81.48,85.33,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,COOPEALFARORUIZ,Residencial,6211,1448080,115900343,117971030,80.04,81.47,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,COOPEGUANACASTE,Residencial,74997,26994751.56,2328250048,2363382155,86.25,87.55,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,COOPELESCA,Residencial,97930,17690148.96,1506015122,1559333772,85.13,88.15,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,COOPESANTOS,Residencial,46918,6617368,595673900,606224149,90.02,91.61,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,ESPH,Residencial,82146,19985457,1568649486,1618529604,78.49,80.99,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,ICE,Residencial,764721,151739796,13875337973,14630316869,91.44,96.42,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,JASEC,Residencial,90961,21324429,1557277928,1591522645,73.03,74.63,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,"TOTAL NACIONAL",Residencial,1685349,366830364.52,31409235478,32814846889,85.62,89.46,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,CNFL,"Residencial horaria",7618,3859952,283468988,296845185,73.44,76.9,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,"TOTAL NACIONAL","Residencial horaria",7618,3859952,283468988,296845185,73.44,76.9,"II Trimestre",Distribucion,"2023 2"
"Mayo      ",2023,"Usuarios Directos","Usuarios Directos",16,46097760,1570962215,1640458846,34.08,35.59,"II Trimestre",Generacion,"2023 2"
"Mayo      ",2023,CNFL,"Ventas a ICE distribución y a la CNFL",0,312568109,15009181797.69,15798415320.68,48.02,50.54,"II Trimestre",Generacion,"2023 2"
"Mayo      ",2023,ICE,"Ventas a ICE distribución y a la CNFL",0,430009897.73,20350560216.83,21420645818.72,47.33,49.81,"II Trimestre",Generacion,"2023 2"
"Mayo      ",2023,"TOTAL NACIONAL","Ventas a ICE distribución y a la CNFL",0,742578006.73,35359742014.52,37219061139.4,47.62,50.12,"II Trimestre",Generacion,"2023 2"
"Mayo      ",2023,COOPEALFARORUIZ,"Ventas al servicio de Distribución",0,2438853,115585123.62,121738395.61,47.39,49.92,"II Trimestre",Generacion,"2023 2"
"Mayo      ",2023,COOPEGUANACASTE,"Ventas al servicio de Distribución",0,42286993,2000766767.03,2104963979.78,47.31,49.78,"II Trimestre",Generacion,"2023 2"
"Mayo      ",2023,COOPELESCA,"Ventas al servicio de Distribución",0,34382342,1439446530.31,1515188423.43,41.87,44.07,"II Trimestre",Generacion,"2023 2"
"Mayo      ",2023,COOPESANTOS,"Ventas al servicio de Distribución",0,7620570,381784008.06,402082673.57,50.1,52.76,"II Trimestre",Generacion,"2023 2"
"Mayo      ",2023,ESPH,"Ventas al servicio de Distribución",0,50388210,2368502167.81,2480727267.08,47.01,49.23,"II Trimestre",Generacion,"2023 2"
"Mayo      ",2023,JASEC,"Ventas al servicio de Distribución",0,56505579,2647380042.29,2786647184.35,46.85,49.32,"II Trimestre",Generacion,"2023 2"
"Mayo      ",2023,"TOTAL NACIONAL","Ventas al servicio de Distribución",0,193622547,8953464639.11,9411347923.82,46.24,48.61,"II Trimestre",Generacion,"2023 2"
"Abril     ",2023,CNFL,"Alumbrado Público",0,5412782.38,309780222.2,309780222.2,57.23,57.23,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,COOPEALFARORUIZ,"Alumbrado Público",0,32506.57,1756005.28,1756005.28,54.02,54.02,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,COOPEGUANACASTE,"Alumbrado Público",0,740192.45,41539600.29,41539600.29,56.12,56.12,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,COOPELESCA,"Alumbrado Público",0,818940.36,46870086.04,46870086.04,57.23,57.23,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,COOPESANTOS,"Alumbrado Público",0,339158,19616949.25,19616949.25,57.84,57.84,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,ESPH,"Alumbrado Público",0,627845.58,36201576.03,36201576.03,57.66,57.66,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,ICE,"Alumbrado Público",0,11964034.8,709689323.54,709689323.54,59.32,59.32,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,JASEC,"Alumbrado Público",0,1216232.27,71459787.57,71459787.57,58.76,58.76,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,"TOTAL NACIONAL","Alumbrado Público",0,21151692.41,1236913550.21,1236913550.21,58.48,58.48,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,CNFL,"Comercios y servicios",73788,84373910.61,9389454246,9454282895,111.28,112.05,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,COOPEALFARORUIZ,"Comercios y servicios",1142,375128,36811140,37468169,98.13,99.88,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,COOPEGUANACASTE,"Comercios y servicios",16077,23305194,2208274599,2190539716,94.75,93.99,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,COOPELESCA,"Comercios y servicios",13937,15956501.67,1539031552,1565412202,96.45,98.1,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,COOPESANTOS,"Comercios y servicios",3846,1830856,284322257,287867382,155.29,157.23,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,ESPH,"Comercios y servicios",11412,15374690,1266393565,1226865724,82.37,79.8,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,ICE,"Comercios y servicios",104373,86299809,9593996233,9684797426,111.17,112.22,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,JASEC,"Comercios y servicios",15563,14220497,1288036778,1309157948,90.58,92.06,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,"TOTAL NACIONAL","Comercios y servicios",240138,241736586.28,25606320370,25756391462,105.93,106.55,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,CNFL,Industrial,1444,4641919,577061368,582355025,124.32,125.46,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,COOPEALFARORUIZ,Industrial,719,503094,51927856,52857129,103.22,105.06,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,COOPEGUANACASTE,Industrial,224,1723166.6,163498363,160667876,94.88,93.24,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,COOPELESCA,Industrial,1685,4074152.37,413437693,421271575,101.48,103.4,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,COOPESANTOS,Industrial,211,170384,27982018,28386560,164.23,166.6,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,ESPH,Industrial,353,3341115,252570033,242709712,75.59,72.64,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,ICE,Industrial,3122,9768748,1173239410,1198612799,120.1,122.7,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,JASEC,Industrial,326,2988946.92,264828574,269682031,88.6,90.23,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,"TOTAL NACIONAL",Industrial,8084,27211525.89,2924545315,2956542707,107.47,108.65,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,CNFL,"Media tensión a",228,25190392,2124006752,2223033265,84.32,88.25,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,COOPELESCA,"Media tensión a",3,990705,81234391,83057412,82,83.84,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,COOPESANTOS,"Media tensión a",7,794664,60311333,61397191,75.9,77.26,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,ESPH,"Media tensión a",5,531040,35853068,34356307,67.51,64.7,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,ICE,"Media tensión a",557,52882616,3936452473,4082686406,74.44,77.2,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,JASEC,"Media tensión a",26,7018142,490645934,501734532,69.91,71.49,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,"TOTAL NACIONAL","Media tensión a",826,87407559,6728503951,6986265113,76.98,79.93,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,CNFL,"Media tensión b",93,20594007.27,1352980230,1416641355,65.7,68.79,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,COOPELESCA,"Media tensión b",6,6087028.2,422378944,430028949,69.39,70.65,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,JASEC,"Media tensión b",11,8087800,490955040,502050623,60.7,62.08,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,ICE,"Media tensión b",155,53218949,3181176115,3344174783,59.78,62.84,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,ESPH,"Media tensión b",9,8259206,474783241,454841234,57.49,55.07,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,"TOTAL NACIONAL","Media tensión b",274,96246990.47,5922273570,6147736944,61.53,63.87,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,CNFL,Preferencial,3116,9872685,635048914,643609685,64.32,65.19,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,COOPESANTOS,Preferencial,438,160462,21817960,22041448,135.97,137.36,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,ESPH,Preferencial,897,4172553,252633836,243185102,60.55,58.28,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,ICE,Preferencial,6820,13854900,1163326703,1192023888,83.97,86.04,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,JASEC,Preferencial,656,980506,61466269,62521504,62.69,63.76,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,"TOTAL NACIONAL",Preferencial,11927,29041106,2134293682,2163381627,73.49,74.49,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,CNFL,Promocional,37,727873,61477140,64382400,84.46,88.45,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,"TOTAL NACIONAL",Promocional,37,727873,61477140,64382400,84.46,88.45,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,CNFL,Residencial,520756,117134299,9477374193,9585650645,80.91,81.83,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,COOPEALFARORUIZ,Residencial,6200,1420161,113444984,115469427,79.88,81.31,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,COOPEGUANACASTE,Residencial,74847,27667681.63,2392763480,2368572708,86.48,85.61,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,COOPELESCA,Residencial,97620,16563106.35,1396503142,1419941825,84.31,85.73,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,COOPESANTOS,Residencial,46800,6789269,612739771,619000997,90.25,91.17,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,ESPH,Residencial,82047,20315624,1598887905,1573542313,78.7,77.45,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,ICE,Residencial,763347,153557260,14094805745,14187678185,91.79,92.39,"II Trimestre",Distribucion,"2023 2"
"Abril     ",2023,JASEC,Residencial,90854,21499907,1568422521,1588664290,72.95,73.89,"II Trimestre",Distribucion,"2023 2"
